,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
36,American Hustle,2013,R,20-Dec-13,138 min,"Crime, Drama",David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Amy Adams, Bradley Cooper","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.","English, Arabic","United States, China",Nominated for 10 Oscars. 69 wins & 227 nominations total,https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.2,"35,786",tt1800241,movie,18-Mar-14,"$40,071,398 ",N/A,N/A,True,
37,Twilight's Last Gleaming,1977,R,9-Feb-77,146 min,"Drama, Thriller",Robert Aldrich,"Ronald M. Cohen, Edward Huebsch, Walter Wager","Burt Lancaster, Richard Widmark, Roscoe Lee Browne","An imprisoned rogue USAF general with a secret personal agenda, escapes the brig and takes over an ICBM silo, threatening to start WW3.",English,"United States, West Germany",2 nominations,https://m.media-amazon.com/images/M/MV5BMGE1ODg5NmUtOTNjZS00ODdjLWI2M2MtODlkNDY4MDk0OTk1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",64.01811594,6.8,"35,786",tt0076845,movie,1-Oct-15," $40,071,397.78 ",N/A,N/A,True,
38,...All the Marbles,1981,R,16-Oct-81,113 min,"Comedy, Drama, Sport",Robert Aldrich,"Mel Frohman, Michael Barrie, Leigh Chapman","Peter Falk, Vicki Frederick, Laurene Landon","Harry Sears manages The California Dolls, a female wrestling tag team who tour America, hoping for a chance at winning big time. Harry's also romantically involved with one of them. Their fortunes seem osecondary to him (particularly",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNWVmNTc5NGMtMDIzMC00NTczLWFhOWQtNDYzOTAwMjU1ODc0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",64.01811594,6.4,"35,786",tt0081964,movie,4-Aug-09,"$40,071,398 ",N/A,N/A,True,
39,Tinker Tailor Soldier Spy,2011,R,6-Jan-12,122 min,"Drama, Mystery, Thriller",Tomas Alfredson,"John le Carré, Bridget O'Connor, Peter Straughan","Gary Oldman, Colin Firth, Tom Hardy","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.","English, Russian, Hungarian, French, Turkish","United Kingdom, France, Germany",Nominated for 3 Oscars. 35 wins & 100 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.1,"35,786",tt1340800,movie,20-Mar-12,"$40,071,398 ",N/A,N/A,True,
40,The Living Desert,1953,G,10-Nov-53,69 min,"Family, Documentary",James Algar,"James Algar, Winston Hibler, Ted Sears",Winston Hibler,"Although first glance reveals little more than stones and sand, the desert is alive. Witness moving rocks, spitting mud pots, gorgeous flowers and the never-ending battle for survival between creatures of every shape, size and descri",English,United States,Won 1 Oscar. 7 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYWMxMjgyOWItOWVhMi00NDVjLTg4MGUtMWIxMWRjMmEzZWZkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.5,"35,786",tt0046008,movie,5-Dec-06," $40,071,397.78 ",N/A,N/A,True,
41,J'ai quelque chose à vous dire,1931,R,N/A,N/A,Short,Marc Allégret,"René Pujol (story), Albert Willemetz (story)","Pierre Darteuil, Fernandel",A man who claims to be the lover of a married woman goes to find the husband and reveals to him that the lady is giving her favors to a third thief. Now the lover got the wrong floor and apartment.,French,France,Nothing,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.01811594,6.2,35785.50713,tt0022008,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
42,Attaque nocturne,1931,R,N/A,25 min,"Short, Comedy, Thriller",Marc Allégret,"Masson Forestier (story), André de Lorde (screenplay), André de Lorde (story)","Madeleine Guitty, Betty Spell, Fernandel, Émile Saint-Ober",A woman enters a police station at night to ask the commissioner to help her get rid of her dead lover's body to protect her honor.,French,France,Nothing,https://m.media-amazon.com/images/M/MV5BZTMwZGY0OGQtODU4OC00MWQ2LTk4MzktYjUwNmViNTM5MjZmXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",64.01811594,8,35785.50713,tt0021627,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
43,Mam'zelle Nitouche,1954,R,21-Apr-54,90 min,Comedy,Yves Allégret,"Marcel Achard, Yves Allégret, Jean Aurenche","Fernandel, Pier Angeli, Jean Debucourt","Denise discovered that Celestin leads a double life: he composes operetta night for his mistress, a young singer named Corinne.",French,"France, Italy",Nothing,https://m.media-amazon.com/images/M/MV5BMjM5OTYzNzUyNF5BMl5BanBnXkFtZTgwMzA0MzgwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",64.01811594,5.7,35785.50713,tt0046030,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
44,Fanny och Alexander,1982,R,17-Dec-82,188 min,Drama,Ingmar Bergman,Ingmar Bergman,"Bertil Guve, Pernilla Allwin, Kristina Adolphson","Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.","Swedish, German, Yiddish, English, French","Sweden, France, West Germany",Won 4 Oscars. 25 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,8.1,"35,786",tt0083922,movie,16-Nov-04,"$40,071,398 ",N/A,N/A,True,
45,Lac aux dames,1934,R,14-Jan-36,106 min,Drama,Marc Allégret,"Vicki Baum, Colette, Marc Allégret","Rosine Deréan, Simone Simon, Ila Mecséry","A handsome but penniless young man takes a summer job as a swimming instructor in a picturesque Alpine lake resort. He falls in love with a young heiress who is staying there with her father, but he also grabs the attention of tomboy",French,"France, Germany",Nothing,https://m.media-amazon.com/images/M/MV5BYTgyODUxN2YtNjVmMC00YmQwLTkyYzEtNzUyNWEzMmVmZDBhXkEyXkFqcGdeQXVyNTMzMjA0Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",64.01811594,6.5,35785.50713,tt0025362,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
46,Aventure à Paris,1936,R,3-Dec-36,95 min,N/A,Marc Allégret,"Henry Falk, Jan Lustig, Claude-André Puget","Jules Berry, Lucien Baroux, Danièle Parola","Michel Levasseur is a joyous reveler who does not care about the next day. So much so that one day a bailiff bursts into his Paris apartment and seizes his furniture on behalf of Raymond Sauvaget, his landlord, a rich food industrial",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BYmE2YzcwMjctNDAwNi00ZDhjLTk0NjQtM2M5YmZmY2Y5YTc5XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",64.01811594,7,35785.50713,tt0027324,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
47,Razumov: Sous les yeux d'occident,1936,R,8-Mar-37,95 min,Drama,Marc Allégret,"Joseph Conrad, Hans Wilhelm, Jan Lustig","Pierre Fresnay, Danièle Parola, Michel Simon","Political turmoil convulses 19th-century Russia, as Razumov, a young student preparing for a career in the czarist bureaucracy, unwittingly becomes embroiled in the assassination of a public official.",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BMTBiNmY0ZjUtZGQyYy00MzliLWEyNzYtZDQ5Mjk4Mzk5ODc4XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",64.01811594,6.6,35785.50713,tt0028288,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
48,Gribouille,1937,R,12-Jan-39,86 min,"Comedy, Drama",Marc Allégret,"Marcel Achard, Jan Lustig","Raimu, Michèle Morgan, Gilbert Gil","In a trial, one of the jurors makes the jury change their mind as new evidences are found:Camille helps save defendant Natalie from the ""eleven angry men"".",French,"France, Germany",Nothing,https://m.media-amazon.com/images/M/MV5BY2M5MDYwMTAtZTM3Yy00NWFjLWE3MGQtNmZmM2VhN2FkMTA2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzYyNzgzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",64.01811594,6.6,35785.50713,tt0028959,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
49,Orage,2015,R,7-Oct-15,83 min,Drama,Fabrice Camoin,"Thomas Bidegain, Fabrice Camoin, Marguerite Duras","Marina Foïs, Sami Bouajila, Louis-Do de Lencquesaing","Pierre and Maria, a Parisian couple, travel to Spain with their daughter and her friend. When a violent storm hits they must settle for the night in a tiny hotel in a small Andalusian city. This small city has been the scene of a cri",French,France,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZTZiNjQ4MDUtN2NiOS00MGI2LWJhM2ItNDIyZGExZWIxODE1XkEyXkFqcGdeQXVyNjgwNTk2MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",64.01811594,4.7,35785.50713,tt2050499,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
50,Entrée des artistes,1938,R,21-Apr-39,99 min,"Crime, Drama",Marc Allégret,"Henri Jeanson, André Cayatte, André Cavin","Louis Jouvet, Claude Dauphin, Odette Joyeux","Isabelle, Cécilia and François are drama students at the ""Conservatoire d'art dramatique"". Cécilia is in love with François, but the young man is in love with Isabelle instead. Cécilia elaborates a desperate plan to get back at Franç",French,France,1 nomination,https://m.media-amazon.com/images/M/MV5BYjJjZDAyODQtMjlmMy00Mjk4LTg2OTUtNTAwMjY5YmQ4MGRkXkEyXkFqcGdeQXVyMzYyNzgzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",64.01811594,7.1,35785.50713,tt0030100,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
51,Félicie Nanteuil,1944,R,27-Jun-45,99 min,"Drama, Romance",Marc Allégret,"Marcel Achard, Curt Alexander, Anatole France","Claude Dauphin, Micheline Presle, Louis Jourdan","Cavalier ,a second -rate actor , discovers a gorgeous talented girl who performs on stage and wants to be her Pygmalion .",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BYzBhMzZiYjctYTRiYy00OTc4LTgwNTgtNDVjZDQ4NGM3ZWYzL2ltYWdlXkEyXkFqcGdeQXVyNjM4NzIzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",64.01811594,6.9,35785.50713,tt0035912,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
52,Pétrus,1946,R,2-Oct-46,95 min,"Crime, Mystery",Marc Allégret,"Marcel Achard, Marc Allégret, Alan Campbell","Fernandel, Simone Simon, Marcel Dalio","Petrus,a Montmartre photographer,is accidentally wounded by Migo,a dancer at the Frou Frou night club,when she is trying to shoot her faithless lover Rodrigue,a counterfeiter.Though Petrus tries to reconcile the lovers, Migo lands up",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BYTRlNmZjNTctMDQxNi00ZWQxLTg2YTUtMzViMGM2MGUxNThlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDAxMTY3MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.01811594,6.2,35785.50713,tt0038837,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
53,Blanche Fury,1948,Approved,22-Mar-48,90 min,"Crime, Drama, Mystery",Marc Allégret,"Audrey Erskine-Lindop, Cecil McGivern, Hugh Mills","Stewart Granger, Valerie Hobson, Walter Fitzgerald",The childless widow of Allan Fury bequeaths the Fury estate to her Fuller relatives but Allan's illegitimate son who masquerades as a servant hopes to grab the estate for himself.,English,United Kingdom,1 win,https://m.media-amazon.com/images/M/MV5BMWU2Nzg1YzgtMTY1NS00OThkLWJmMDItYzlkYWZlNTg4OTdmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",64.01811594,6.7,35785.50713,tt0039195,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
54,En effeuillant la marguerite,1956,R,31-Aug-57,98 min,Comedy,Marc Allégret,"William Benjamin, Roger Vadim, Marc Allégret","Daniel Gélin, Brigitte Bardot, Robert Hirsch",A Paris schoolgirl unwittingly ignites hellfire in the minds of men from Seine to Sorbonne.,"French, Italian",France,Nothing,https://m.media-amazon.com/images/M/MV5BZjI3ZTA0NmYtOGQ4Zi00Y2ViLTk3MzctM2NmZDAwZDQ0ODY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",64.01811594,6,35785.50713,tt0049182,movie,N/A," $40,071,397.78 ",Hoche Productions,N/A,True,
55,Futures vedettes,1955,R,15-Jun-55,96 min,"Comedy, Drama",Marc Allégret,"Marc Allégret, Vicki Baum, France Roche","Jean Marais, Brigitte Bardot, Isabelle Pia","At the Conservatory of Vienna the student only have eyes for their beautiful singing teacher, tenor Eric Walter.",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BODY3YTNkZDctODA1MC00ZWM4LWJiY2EtMzkyMDc5NWFkYjI1XkEyXkFqcGdeQXVyMTc5NDc1MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",64.01811594,5.2,35785.50713,tt0048103,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
56,Sois belle et tais-toi,1958,R,7-May-58,110 min,Comedy,Marc Allégret,"Marc Allégret, Gabriel Arout, William Benjamin","Mylène Demongeot, Henri Vidal, Béatrice Altariba","A beautiful 18-year-old orphan escapes from a reformatory and hooks up wth a gang of jewel smugglers, and decides on a life of crime. However, she falls for and marries a policeman, putting a crimp in her criminal career.",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BZGJlZDM2NmMtM2NkNy00NTVmLWJjNjktY2MyNWMxOGY2MGE4XkEyXkFqcGdeQXVyMzYyNjE5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",64.01811594,5.9,35785.50713,tt0052211,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
57,Dédée d'Anvers,1948,R,3-Sep-48,95 min,Drama,Yves Allégret,"Henri La Barthe, Jacques Sigurd, Yves Allégret","Bernard Blier, Simone Signoret, Marcello Pagliero","Dedee is a prostitute who works in Monsieur Rene's nightclub on Antwerp's harbour. The porter is Marco, her pimp. Dedee is not happy until she meets Francesco, an Italian sailor. They fall in love and Dedee starts to dream about esca","Flemish, German, French, English, Italian",France,1 nomination,https://m.media-amazon.com/images/M/MV5BZWY0ZTQxMTYtZmFjNi00ZDkxLTkyMTMtOTE2YjNmYTI5NmRkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",64.01811594,7,35785.50713,tt0039344,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
58,Manèges,1949,R,26-Jul-49,91 min,Drama,Yves Allégret,Jacques Sigurd,"Bernard Blier, Simone Signoret, Jacques Baumer","After spending all his money to fulfill the smallest wish of his wife Dora, Robert is still madly in love with her. Now she is in agony, and her mother comes. She will reveal to Robert how he has been fooled. Flashbacks show the stor",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BOTk5ZjgyNTYtNDYxNC00NjVkLWE4NGYtZGUwMzA2OGI5YTAwXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.01811594,6.8,35785.50713,tt0041635,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
59,Oasis,2017,TV-MA,17-Mar-17,60 min,"Drama, Sci-Fi",Kevin Macdonald,"Michel Faber (based on the book ""The Book of Strange New Things""), Matt Charman","Richard Madden, Anil Kapoor, Antje Traue, Mark Addy",A Scottish chaplain embarks on an epic journey through space.,English,UK,1 win.,https://m.media-amazon.com/images/M/MV5BODlkZmYxNjYtYTYwYS00NzdmLTg2ODgtNmRjMmZlNzAxM2U4XkEyXkFqcGdeQXVyNjkwNzEwMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",64.01811594,8.1,"35,786",tt6268052,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
60,Quand la femme s'en mêle,1957,R,15-Nov-57,90 min,"Crime, Drama",Yves Allégret,"Jean Meckert, Charles Spaak","Edwige Feuillère, Jean Servais, Bernard Blier","Henri Godot (Jean Servais) is the owner of a night-club in Paris. He hires young hit man Jo (Alain Delon) to kill his arch rival Boby. But Jo gets entangled with the intriguing femme fatale, Angele aka Maine (Edwige Feuillère), who i",French,"France, Italy, West Germany",Nothing,https://m.media-amazon.com/images/M/MV5BNWQ3ZTM0NjctYjU0OS00MzczLWIyM2UtODdhNTE5NDNhMmYzXkEyXkFqcGdeQXVyMzYyNjE5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",64.01811594,5.9,35785.50713,tt0050871,movie,N/A," $40,071,397.78 ",N/A,N/A,True,
61,Prince Avalanche,2013,R,19-Sep-13,94 min,"Comedy, Drama",David Gordon Green,"David Gordon Green, Hafsteinn Gunnar Sigurðsson","Paul Rudd, Emile Hirsch, Lance LeGault",Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,"English, German",United States,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTQzMzMwNDExMV5BMl5BanBnXkFtZTcwMzE5MjU3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.4,"35,786",tt2195548,movie,12-Nov-13,"$40,071,398 ",N/A,N/A,True,
62,Beyond the Rockies,1932,Passed,13-Sep-32,54 min,Western,Fred Allen,"John P. McCarthy, Oliver Drake, Bennett Cohen","Tom Keene, Rochelle Hudson, Marie Wells","Noted gunman Black Jack and his friends arrive and take jobs on the Allen ranch. Allen's hands have quit and his cattle are being rustled. When one of Black Jack's friends is killed by the rustlers, he finds the killer and when they ",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTJmOTVhM2YtM2IyNC00NDFiLWIyYTAtZmMzZDQ5MTA4NmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",64.01811594,5.6,35785.50713,tt0022674,movie,N/A," $40,071,397.78 ",RKO Pathé Pictures,N/A,True,
63,"Ride Him, Cowboy",1932,Passed,27-Aug-32,55 min,"Action, Romance, Western",Fred Allen,"Kenneth Perkins, Scott Mason","John Wayne, Duke, Ruth Hall","John Drury saves Duke, a wild horse accused of murder, and trains him. When he discovers that the real murderer, a bad guy known as The Hawk, is the town's leading citizen, Drury arrested on a fraudulent charge.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTY3Nzc1Njg5MF5BMl5BanBnXkFtZTgwMjcyMzEyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",64.01811594,5.5,35785.50713,tt0023396,movie,1-Sep-09," $40,071,397.78 ",N/A,N/A,True,
64,Slaughter Trail,1951,Approved,17-Apr-53,78 min,Western,Irving Allen,"Sid Kuller, Oliver Crawford","Brian Donlevy, Gig Young, Virginia Grey","Fort Marcy's commandant has a dilemma when 3 outlaws, who killed a few Navajo for their horses, request protection from the vengeful Indians.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BYzJmNGQ0NjQtMzdlMy00ZGUyLWE4NWItNzhlNDA3MWI0MDYwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",64.01811594,4.6,35785.50713,tt0044045,movie,N/A," $40,071,397.78 ",RKO Pictures,N/A,True,
65,Beyond the Lost World: The Alien Conspiracy III,2003,R,21-Jan-03,N/A,Sci-Fi,"John Bowker, Kevin J. Lindenmuth, Tim Ritter","Kevin J. Lindenmuth, Tim Ritter, Stephen C. Seward","Tom Nondorf, Debbie Rochon, Jeanne F. Scott",N/A,English,United States,Nothing,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",64.01811594,3.8,35785.50713,tt0259213,movie,23-Aug-05," $40,071,397.78 ",N/A,N/A,True,
66,Voyage to the Bottom of the Sea,1961,PG,12-Jul-61,105 min,"Action, Adventure, Sci-Fi",Irwin Allen,"Irwin Allen, Charles Bennett","Walter Pidgeon, Joan Fontaine, Barbara Eden","When the Earth is threatened by a burning Van Allen Radiation Belt, U.S. Navy Admiral Harriman Nelson plans to shoot a nuclear missile at the Belt, using his experimental atomic submarine, the Seaview.","English, French",United States,Nothing,https://m.media-amazon.com/images/M/MV5BYzc0NGM4ZDAtZTEwOS00Y2VhLWI2YmEtYTY2ZTdhMWJlNDkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",64.01811594,6.1,"35,786",tt0055608,movie,5-Jun-07," $40,071,397.78 ",N/A,N/A,True,
